Timestep,Living Population,Active Infections,Economic Productivity,Population Change
167,80510,5281,45713.228111484816,-17
168,80494,5330,45465.898194256566,-16
169,80480,5392,45230.23806759533,-14
170,80467,5451,44977.243676878956,-13
171,80449,5501,44729.37578622903,-18
172,80437,5556,44487.249504488565,-12
173,80424,5622,44242.38271746682,-13
174,80419,5619,44015.22155911243,-5
175,80403,5663,43757.13842554211,-16
176,80398,5700,43503.72404305198,-5
177,80376,5759,43260.99877196182,-22
178,80366,5808,43035.02977078967,-10
179,80356,5865,42769.72947733639,-10
180,80338,5957,42483.52224395586,-18
181,80323,6021,42228.762142970016,-15
182,80306,6054,41983.92086175192,-17
183,80286,6084,41748.11161694775,-20
184,80265,6146,41478.91588770473,-21
185,80246,6139,41238.39421645865,-19
186,80226,6212,40981.98371544775,-20
187,80210,6244,40722.15256030257,-16
188,80185,6244,40482.994790746176,-25
189,80174,6306,40234.773053576755,-11
190,80152,6356,39974.03708723214,-22
191,80140,6393,39721.820555782615,-12
192,80123,6422,39505.243730555514,-17
193,80097,6468,39229.953877951884,-26
194,80091,6452,38965.778422035924,-6
195,80071,6456,38737.31093795746,-20
196,80052,6479,38506.10120838432,-19
197,80026,6492,38268.99958158092,-26
198,79998,6469,38029.93681552546,-28
199,79984,6455,37810.5728587831,-14
200,79968,6479,37569.60176533703,-16
201,79952,6475,37351.02660172794,-16
202,79926,6475,37107.69831188758,-26
203,79905,6538,36857.24760194604,-21
204,79895,6523,36625.52629514081,-10
205,79876,6516,36392.548189047724,-19
206,79866,6538,36175.1635810806,-10
207,79854,6575,35941.24867828717,-12
208,79837,6552,35720.21290419948,-17
209,79821,6551,35502.51477291631,-16
210,79807,6548,35271.396769414096,-14
211,79805,6626,35033.058830546135,-2
212,79797,6645,34815.24418216117,-8
213,79784,6624,34589.346937779905,-13
214,79773,6639,34388.03166130669,-11
215,79757,6629,34188.22145948327,-16
216,79724,6641,33987.91742874044,-33
217,79704,6621,33780.10938939325,-20
218,79695,6599,33558.39820379638,-9
219,79682,6567,33366.622203006635,-13
220,79660,6546,33174.08683506271,-22
221,79637,6580,32948.00646041586,-23
222,79627,6538,32738.013866570527,-10
223,79612,6484,32552.056078837864,-15
224,79589,6431,32339.293246477682,-23
225,79577,6458,32151.424231525332,-12
226,79569,6453,31957.195303194785,-8
227,79543,6395,31734.391624934975,-26
228,79534,6360,31535.966467665927,-9
229,79522,6344,31358.099341362897,-12
230,79512,6324,31156.798823000696,-10
231,79502,6315,30965.739234017135,-10
232,79484,6308,30781.757800042327,-18
233,79458,6367,30582.864428770717,-26
234,79438,6340,30389.843324256017,-20
235,79435,6371,30213.75540443224,-3
236,79415,6340,30034.075291326382,-20
237,79398,6312,29858.24349800306,-17
238,79379,6299,29667.19478344584,-19
239,79368,6262,29493.15476501643,-11
240,79351,6256,29312.671076871935,-17
241,79336,6250,29110.26861055233,-15
242,79326,6273,28914.238936678612,-10
243,79311,6312,28740.790185352467,-15
244,79295,6348,28557.238903979192,-16
245,79284,6386,28369.778375664937,-11
246,79270,6370,28177.873004975634,-14
247,79257,6372,28018.348931357334,-13
248,79250,6384,27846.077150293873,-7
249,79247,6350,27684.416835287135,-3
250,79227,6309,27512.09328272334,-20
251,79210,6369,27332.367643959675,-17
252,79194,6332,27183.384630821933,-16
253,79180,6277,27039.91002716418,-14
254,79171,6241,26893.370663756352,-9
255,79167,6213,26756.169892050333,-4
256,79156,6184,26602.80220737703,-11
257,79136,6201,26445.67224263467,-20
258,79120,6209,26302.364857118093,-16
259,79096,6189,26145.718861443733,-24
260,79083,6182,26000.15588782611,-13
261,79066,6181,25849.006675741723,-17
262,79050,6180,25705.79543093157,-16
263,79033,6163,25548.945221050173,-17
264,79014,6156,25428.451791017025,-19
265,79007,6132,25276.314167116394,-7
266,78981,6078,25131.75906827848,-26
267,78969,6056,24995.019325903784,-12
268,78960,6079,24841.031234214755,-9
269,78941,6019,24698.892643804214,-19
270,78929,6026,24552.01460656459,-12
271,78921,5993,24417.83467024143,-8
272,78906,5958,24290.98738102979,-15
273,78890,5932,24183.430241735754,-16
274,78872,5969,24047.95989201698,-18
275,78849,5956,23911.37609461066,-23
276,78837,5937,23790.48472665372,-12
277,78829,5952,23654.18241889017,-8
278,78824,5952,23519.11447302485,-5
279,78812,5902,23397.251720170872,-12
280,78808,5917,23272.42517216839,-4
281,78789,5909,23159.492010926533,-19
282,78784,5924,23026.733096082757,-5
283,78781,5925,22915.840271411682,-3
284,78768,5925,22787.353828633946,-13
285,78759,5905,22666.802229539655,-9
286,78745,5903,22550.171799470572,-14
287,78724,5913,22434.23991593307,-21
288,78716,5884,22317.140624370073,-8
289,78691,5841,22204.083555619167,-25
290,78674,5838,22093.90553968194,-17
291,78672,5824,21984.713900622115,-2
292,78659,5799,21871.41792824022,-13
293,78652,5825,21747.01225237708,-7
294,78651,5766,21637.544458440243,-1
295,78645,5704,21529.449730319713,-6
296,78645,5718,21432.45802615726,0
297,78640,5695,21333.090437903145,-5
298,78642,5672,21223.73931865989,2
299,78629,5656,21138.013033712574,-13
300,78621,5636,21030.901665778045,-8
301,78618,5636,20936.54630375308,-3
302,78602,5634,20837.275493500703,-16
303,78590,5588,20741.173905351636,-12
304,78586,5578,20640.95225123357,-4
305,78572,5528,20556.3571992883,-14
306,78560,5470,20470.444921171726,-12
307,78558,5477,20374.79515673064,-2
308,78552,5486,20269.289678858226,-6
309,78542,5450,20158.461946612704,-10
310,78535,5428,20072.518757991616,-7
311,78539,5449,19969.500913868793,4
312,78534,5392,19902.571871474396,-5
313,78526,5361,19817.370766240743,-8
